name,brand,price,original_price,special_price,savings,image_url,product_url,product_code,category,in_stock,on_special,scraped_at
Rajah Beef Madras Cook-In-Sauce Sachet 15g,,10.99,,10.99,,https://www.shoprite.co.za/medias/lqi-10641192EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyODY5fGltYWdlL3BuZ3xpbWFnZXMvaDJiL2hiZS8xMDM2MjYzODY2MzcxMC5wbmd8ZTdmNmM1ZTFjYzI1ZGIyZDdiZDdhNmZkZWUxOGU2YjJmMzM5ZTIwNGFmZDBlOTM4MTEyNDUyMTA1YzI0Mzc2Yg,https://www.shoprite.co.za/All-Departments/Food/Food-Cupboard/Cooking-Ingredients/Cook-In-Sauces-and-Kits/Rajah-Beef-Madras-Cook-In-Sauce-Sachet-15g/p/10641192EA,,Food Cupboard,True,True,2025-10-06T02:10:32.476574
Rajah Chicken Tikka Cook-In-Sauce Sachet 15g,,10.99,,10.99,,https://www.shoprite.co.za/medias/lqi-10641194EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyOTA5fGltYWdlL3BuZ3xpbWFnZXMvaGZiL2gwNi8xMDA0NzI2MzkzMjQ0Ni5wbmd8Mjg4MWZkYWIwNmNmZjcyYWI2ZjUwZWY5ZDE5YWFlMmVmMDE0YzUyZWQ5YWNlNTMyZjkzMDQ4MjM1Mzg2ZWQ2Yg,https://www.shoprite.co.za/All-Departments/Food/Food-Cupboard/Cooking-Ingredients/Cook-In-Sauces-and-Kits/Rajah-Chicken-Tikka-Cook-In-Sauce-Sachet-15g/p/10641194EA,,Food Cupboard,True,True,2025-10-06T02:10:32.477221
Royco Stew Mix For Beef 200g,,18.99,,18.99,,https://www.shoprite.co.za/medias/lqi-10498613EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyNjMzfGltYWdlL3BuZ3xpbWFnZXMvaGNiL2g2YS8xMDExMDY5Mzk5ODYyMi5wbmd8N2ZjOTk3NjM0NDhhOTQ5NThmZDA5NzdlMjExOTBiMDYxMDQ3ZmEzYTQzYTc0MjgwMmZlZTU4MTEwMGJmMzJmZg,https://www.shoprite.co.za/All-Departments/Food/Food-Cupboard/Cooking-Ingredients/Soups-and-Stocks/Royco-Stew-Mix-For-Beef-200g/p/10498613EA,,Food Cupboard,True,True,2025-10-06T02:10:32.477569
Royco Stew Mix For Chicken 200g,,18.99,,18.99,,https://www.shoprite.co.za/medias/lqi-10498612EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyNjM3fGltYWdlL3BuZ3xpbWFnZXMvaGI4L2gxYS8xMDExMDY5MjI5NDY4Ni5wbmd8ZmEwNWM4OGU2YjU5NDNiZTNiMDlhMzJiMGUzZjFmZTUwNTgyM2JjMGUyZWYzODc5NWE5MmJkMmUyM2Y4NjA3Yw,https://www.shoprite.co.za/All-Departments/Food/Food-Cupboard/Cooking-Ingredients/Soups-and-Stocks/Royco-Stew-Mix-For-Chicken-200g/p/10498612EA,,Food Cupboard,True,True,2025-10-06T02:10:32.477890
Blue Ribbon Toaster White Bread 700g,,18.99,,18.99,,https://www.shoprite.co.za/medias/lqi-checkers300Wx300H-medias-10456482EA-en-shopriteGlobalProductCatalog-20250206095828.png?context=bWFzdGVyfGltYWdlc3wxMTM0fGltYWdlL3BuZ3xpbWFnZXMvaDMxL2hkNC8xMTU5MTYwNzQxODkxMC5wbmd8NzE1M2QwNmY4OGExZjg4NzcxZWJmMTMxOGE4MzdhNzYyYjMwNWIxMDhjN2VkMGY2Njk3Y2Y1MGQ2Y2Q1MWQ5MA,https://www.shoprite.co.za/All-Departments/Food/Bakery/Bread-and-Rolls/White-Bread/Blue-Ribbon-Toaster-White-Bread-700g-/p/10456482EA,,Bakery,True,True,2025-10-06T02:10:32.478199
Darling Fresh Full Cream Milk Sachet 1L,,13.49,,13.49,,https://www.shoprite.co.za/medias/lqi-10124889EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyMjY0fGltYWdlL3BuZ3xpbWFnZXMvaGZmL2g3NS8xMDYxODk1OTk4NjcxOC5wbmd8OTEwNWI2NzNjMDY2Yzg4N2VhNzZhMjc5NWEyYzY4M2NmZmVhMmI4NWY0MWI3MTAxYmE2YzM1NWMzOTEwMDhkMg,https://www.shoprite.co.za/All-Departments/Food/Fresh-Food/Milk%2C-Butter-and-Eggs/Milk/Darling-Fresh-Full-Cream-Milk-Sachet-1L/p/10124889EA,,Fresh Food,True,True,2025-10-06T02:10:32.478534
County Fair Frozen Chicken Mixed Portions With Brine Based Mixture 5kg,,239.99,,239.99,,https://www.shoprite.co.za/medias/lqi-10538316EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyODkwfGltYWdlL3BuZ3xpbWFnZXMvaGZjL2g1ZC85MTAyMTUwMTM5OTM0LnBuZ3xlMmYxYjE5NWJiYzg0ODQ4ZjllMWIyZDExMDdiNjE5YThkMDNlYWYzNTMxYzU5ZTQ0ZGM2MGYzMTUxNDQwOWI0,https://www.shoprite.co.za/All-Departments/Food/Frozen-Food/Frozen-Meat-and-Poultry/Frozen-Chicken/County-Fair-Frozen-Chicken-Mixed-Portions-With-Brine-Based-Mixture-5kg/p/10538316EA,,Frozen Food,True,True,2025-10-06T02:10:32.478848
Blue Ribbon Sliced White Bread 700g,,18.99,,18.99,,https://www.shoprite.co.za/medias/lqi-checkers300Wx300H-medias-10136370EA-en-shopriteGlobalProductCatalog-20250206095817.png?context=bWFzdGVyfGltYWdlc3wxMTY3fGltYWdlL3BuZ3xpbWFnZXMvaGYyL2g3Yi8xMTU5MTU2NzQ0MTk1MC5wbmd8Yjg2NWVlMDQ1ZTRlOWRlYWU0MjM3ODY2MjY3OWU3ODA4NjIxMTJmZWRmZjVlNTdkN2I0Zjk4YjM5ZjRjZDcwNw,https://www.shoprite.co.za/All-Departments/Food/Bakery/Bread-and-Rolls/White-Bread/Blue-Ribbon-Sliced-White-Bread-700g-/p/10136370EA,,Bakery,True,True,2025-10-06T02:10:32.479157
Farmbest Fresh Chicken Braai Pack 5 Piece Per kg,,56.99,,56.99,,https://www.shoprite.co.za/medias/lqi-10357568KG-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyMzU4fGltYWdlL3BuZ3xpbWFnZXMvaGEyL2hiMy8xMDM4MDkyODA5MDE0Mi5wbmd8N2M2MDZiMWY5YmVkODg1Y2FhODcwZDI5ZWUwYzAzM2Y2ZTIzZmNmOWIzMTY4MjY5YzJhMTUzODA2NmNmOTQwOA,https://www.shoprite.co.za/All-Departments/Food/Fresh-Food/Fresh-Meat-and-Poultry/Farmbest-Fresh-Chicken-Braai-Pack-5-Piece-Per-kg/p/10357568KG,,Fresh Food,True,True,2025-10-06T02:10:32.479492
SASKO More Slices White Bread 700g,,16.99,,16.99,,https://www.shoprite.co.za/medias/lqi-checkers300Wx300H-medias-10241927EA-en-shopriteGlobalProductCatalog-20250109031710.png?context=bWFzdGVyfGltYWdlc3wxNzQ5fGltYWdlL3BuZ3xpbWFnZXMvaGVlL2g5NC8xMTUxNzU0MjY5NDk0Mi5wbmd8ZWYzNDEzMzdlNTBlY2M4OTQxMmI4YTEyNWZlOTA3MDBmODkyNTRjNjg0NWYyZmFiNzU1NDJkMGZjYTA0ZTljNQ,https://www.shoprite.co.za/All-Departments/Food/Bakery/Bread-and-Rolls/White-Bread/SASKO-More-Slices-White-Bread-700g/p/10241927EA,,Bakery,True,True,2025-10-06T02:10:32.479811
Brown Bread 600g,,12.99,,12.99,,https://www.shoprite.co.za/medias/lqi-checkers300Wx300H-medias-10810522EA-en-shopriteGlobalProductCatalog-20240919110235.png?context=bWFzdGVyfGltYWdlc3wxNDQ5fGltYWdlL3BuZ3xpbWFnZXMvaGYzL2gwNS8xMTI1NzEzNzc1ODIzOC5wbmd8MGQwNTNjYTEzNjk1MmU5NDFhZjlhOGFhZDQ0YjY5OWVlNjBhZTg0MjIzMGYwNGY1NjBjNTJjZDc0NzBmNGRjOA,https://www.shoprite.co.za/All-Departments/Food/Bakery/Bread-and-Rolls/Brown-and-Wholemeal-Bread/Brown-Bread-600g/p/10810522EA,,Bakery,True,True,2025-10-06T02:10:32.480136
Potatoes 7kg,,44.99,,44.99,,https://www.shoprite.co.za/medias/lqi-checkers300Wx300H-medias-10147186EA-en-shopriteGlobalProductCatalog-20250714114457.png?context=bWFzdGVyfGltYWdlc3wxMjY3fGltYWdlL3BuZ3xpbWFnZXMvaGNiL2g5NS8xMTkyNTQxMDU3ODQ2Mi5wbmd8YjYyZjI2MmZmNzc3ZWY3MzIwOTBhNDA5MGMzNDUxNDgyZGI4NzMzNTFlYzA3YjNiNjIwMmU4NjhkYTNkNmZiMQ,https://www.shoprite.co.za/All-Departments/Food/Fresh-Food/Fresh-Vegetables/Potatoes-and-Sweet-Potatoes/Potatoes-7kg/p/10147186EA,,Fresh Food,True,True,2025-10-06T02:10:32.480462
Standard White Bread 600g,,11.99,,11.99,,https://www.shoprite.co.za/medias/lqi-10141145EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyNTI1fGltYWdlL3BuZ3xpbWFnZXMvaGYyL2g2Yi85MDk5OTIxMTI5NTAyLnBuZ3wyMDMxNmNlNGFlMTQyMDllN2I4OWRmNTIzYjVhN2Y0Mjg4Y2ExNjY1MWFlNmQ5NDg4MzJlMDkyZTM3ZDkzMWU3,https://www.shoprite.co.za/All-Departments/Food/Bakery/Bread-and-Rolls/White-Bread/Standard-White-Bread-600g/p/10141145EA,,Bakery,True,True,2025-10-06T02:10:32.480773
Darling Amasi Maas Bottle 2L,,32.99,,32.99,,https://www.shoprite.co.za/medias/lqi-10131335EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wxNjkxfGltYWdlL3BuZ3xpbWFnZXMvaDQwL2hjNy85OTEwNTcxMjA0NjM4LnBuZ3w0MzQ1ZWU2NDMwYzJkZmE1YmY3YTRlZjkxZGEwY2JkZTBlNDY3ZTA5ZWMwZDk3ZTM5ZTdkZmM4YjRhM2NmNTVm,https://www.shoprite.co.za/All-Departments/Food/Fresh-Food/Milk%2C-Butter-and-Eggs/Dairy-Alternatives/Darling-Amasi-Maas-Bottle-2L/p/10131335EA,,Fresh Food,True,True,2025-10-06T02:10:32.481082
Ritebrand White Sugar 2kg,,49.99,,49.99,,https://www.shoprite.co.za/medias/lqi-checkers300Wx300H-10131982EA.png?context=bWFzdGVyfGltYWdlc3wxNjIwfGltYWdlL3BuZ3xpbWFnZXMvaDU0L2g2My8xMTQyNjQ2MDEzOTU1MC5wbmd8YTMzMjU0YjA2MzQ2Y2IzNGVhMTg5YWY3NzRjZmUzMzE0ZDBiMzRiZmNkYTQyMWRhMDI1MzYyM2NhYTNhZjk0Mw,https://www.shoprite.co.za/All-Departments/Food/Food-Cupboard/Sugar-and-Sweeteners/White-Sugar/Ritebrand-White-Sugar-2kg/p/10131982EA,,Food Cupboard,True,True,2025-10-06T02:10:32.481388
Selati Golden Brown Sugar 2kg,,59.99,,59.99,,https://www.shoprite.co.za/medias/lqi-10156064EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyNjE4fGltYWdlL3BuZ3xpbWFnZXMvaDRhL2hhYy85ODg1NjAwMDg4MDk0LnBuZ3w3MzI1MTY4ZDcwM2Y3MDIwMjQzMDgyNmFmMWI4MzM1ODQ0Y2ViODJhMDkzMjBlNjI1YTIyZmQ1MDNhOTAxOWI4,https://www.shoprite.co.za/All-Departments/Food/Food-Cupboard/Sugar-and-Sweeteners/Brown%2C-Caramel-and-Treacle-Sugar/Selati-Golden-Brown-Sugar-2kg/p/10156064EA,,Food Cupboard,True,True,2025-10-06T02:10:32.481697
Panini Roll Single,,4.99,,4.99,,https://www.shoprite.co.za/medias/lqi-checkers300Wx300H-medias-10397287EA-en-shopriteGlobalProductCatalog-20240823013337.png?context=bWFzdGVyfGltYWdlc3wxMzAxfGltYWdlL3BuZ3xpbWFnZXMvaDBhL2g4Zi8xMTE4MDM0MDkwMzk2Ni5wbmd8NjNlMmNlOTExMGI5ZGUwMWViYjY0MjRlNzE1YTAyYzkzZWE4ZTljMDVlOTAyZTgxNWI2NmI3ZTgxZDhjZWMxYg,https://www.shoprite.co.za/All-Departments/Food/Bakery/Bread-and-Rolls/Bread-Rolls/Panini-Roll-Single/p/10397287EA,,Bakery,True,True,2025-10-06T02:10:32.482000
Farmbest Fresh Chicken Braai Pack 700g,,38.99,,38.99,,https://www.shoprite.co.za/medias/lqi-checkers300Wx300H-10874870EA.png?context=bWFzdGVyfGltYWdlc3wxOTc4fGltYWdlL3BuZ3xpbWFnZXMvaGVkL2gyOC8xMTU4NzE0OTgyNDAzMC5wbmd8YzUwMzdkZDEwOWE5YTFlODhiMDMzNGM4NjM5OGI1YjhmY2I5MzYxODlhNTExNjczNmNhODdmMGZjNTI0NzBkMQ,https://www.shoprite.co.za/All-Departments/Food/Fresh-Food/Fresh-Meat-and-Poultry/Farmbest-Fresh-Chicken-Braai-Pack-700g/p/10874870EA,,Fresh Food,True,True,2025-10-06T02:10:32.482303
Carrots 1kg,,12.99,,12.99,,https://www.shoprite.co.za/medias/lqi-10152390EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyNDMwfGltYWdlL3BuZ3xpbWFnZXMvaDgxL2gzMi85MTAwNzg4MDcyNDc4LnBuZ3w2YjFhYzhmNTViMjUyMGViOTdiNmJmMzQzYTMwYjllZmU3ZThjY2RlYzk0NjUwNjZiNjcwNzgzNmU2MTYzODdh,https://www.shoprite.co.za/All-Departments/Food/Fresh-Food/Fresh-Vegetables/Carrots-and-Root-Vegetables/Carrots-1kg/p/10152390EA,,Fresh Food,True,True,2025-10-06T02:10:32.482618
KOO Baked Beans in Tomato Sauce 400g,,16.99,,16.99,,https://www.shoprite.co.za/medias/lqi-checkers300Wx300H-medias-10126789EA-en-shopriteGlobalProductCatalog-20240828121001.png?context=bWFzdGVyfGltYWdlc3wyMjcxfGltYWdlL3BuZ3xpbWFnZXMvaGI0L2hhZC8xMTE4NjY5NTQwNTU5OC5wbmd8YzY0ZDQxZWE4ODA0ODczMDQ3Y2U1NGU2ZjI5YWY5N2E4NjA0NTU2MjZhMWZiMGNhM2M3NzMzNzZkNDA0YTUwOA,https://www.shoprite.co.za/All-Departments/Food/Food-Cupboard/Canned-Food/Canned-Pulses%2C-Lentils-and-Beans/KOO-Baked-Beans-in-Tomato-Sauce-400g-/p/10126789EA,,Food Cupboard,True,True,2025-10-06T02:10:32.482989
Fatti's & Moni's Macaroni Pasta 500g,,19.99,,19.99,,https://www.shoprite.co.za/medias/lqi-10125341EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyNjg2fGltYWdlL3BuZ3xpbWFnZXMvaDg5L2hhNC8xMDI2OTYwMTA3MTEzNC5wbmd8MzUxNTc3ODkwYjE5NDIyYzc4MDYwYTY3MTM0Mjg1NGZhYzllNzU4ZDg2OTYyZDdjMWU0MjkxMThiZTY3YjBjZg,https://www.shoprite.co.za/All-Departments/Food/Food-Cupboard/Rice%2C-Pasta%2C-Noodles-and-Cous-Cous/Pasta/Fatti%27s-and-Moni%27s-Macaroni-Pasta-500g/p/10125341EA,,Food Cupboard,True,True,2025-10-06T02:10:36.490085
Ritebrand Macaroni 500g,,14.99,,14.99,,https://www.shoprite.co.za/medias/lqi-checkers300Wx300H-medias-10139338EA-en-shopriteGlobalProductCatalog-20250930120505.png?context=bWFzdGVyfGltYWdlc3wxNzkwfGltYWdlL3BuZ3xpbWFnZXMvaGM4L2hmZi8xMjA4ODc4NzYzMjE1OC5wbmd8YTkyYzZiZGYyMTA3NjZiZGY0M2NiMDYyNGJhYWYyZDMxZjJlNjM4YjQ2ODQ0MzE3YzEzZWZhNDU3OGJhYWI2Yw,https://www.shoprite.co.za/All-Departments/Food/Food-Cupboard/Rice%2C-Pasta%2C-Noodles-and-Cous-Cous/Pasta/Ritebrand-Macaroni-500g/p/10139338EA,,Food Cupboard,True,True,2025-10-06T02:10:36.490552
Nulaid Large Eggs 18 Pack,,44.99,,44.99,,https://www.shoprite.co.za/medias/lqi-10125869EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyMTU2fGltYWdlL3BuZ3xpbWFnZXMvaDVjL2g4ZS85MDg4NTIyOTc3MzEwLnBuZ3w4MjVjODA4MzIwMTRlM2M3MDBiM2JmMGUzMTdkMmZhMzMyYmRhYTJhNzI5MTg4OGY4NDYyMzg0ZTdjNjE3ZTNh,https://www.shoprite.co.za/All-Departments/Food/Fresh-Food/Milk%2C-Butter-and-Eggs/Eggs/Nulaid-Large-Eggs-18-Pack/p/10125869EA,,Fresh Food,True,True,2025-10-06T02:10:36.490895
Standard Brown Bread 600g,,5.0,,5.0,,https://www.shoprite.co.za/medias/lqi-10141147EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyNDg5fGltYWdlL3BuZ3xpbWFnZXMvaGVhL2hiOS85MTA1NjMyODg2ODE0LnBuZ3w2MWVhNWE4YmZkYjdjOGEwYTMwODk3ODk1YzU5MDBhYmI1MWIwMjVlMGNmMjJjMmUyNmI5OGMxN2M3NzkwMWJh,https://www.shoprite.co.za/All-Departments/Food/Bakery/Bread-and-Rolls/Brown-and-Wholemeal-Bread/Standard-Brown-Bread-600g/p/10141147EA,,Bakery,True,True,2025-10-06T02:10:36.491234
Ritebrand Full Cream Milk 1L,,16.99,,16.99,,https://www.shoprite.co.za/medias/lqi-checkers300Wx300H-medias-10156109EA-en-shopriteGlobalProductCatalog-20240913110914.png?context=bWFzdGVyfGltYWdlc3wxMzUzfGltYWdlL3BuZ3xpbWFnZXMvaDZmL2hjZi8xMTIzNTIwNzc0MTQ3MC5wbmd8Y2Y5NjIwYmVjYWRlOTViMDAzMjUzMmFmYjc3OWIyOWU3NTg2ZTRmZmU5NmZhODc5M2Y1Yjk2YzRkZmE4ZjU2YQ,https://www.shoprite.co.za/All-Departments/Food/Food-Cupboard/Long-Life-Milk-and-Dairy-Alternatives/Long-Life-UHT-Milk/Ritebrand-Full-Cream-Milk-1L-/p/10156109EA,,Food Cupboard,True,True,2025-10-06T02:10:36.491792
Rhodes Quality Tomato Paste 50g,,7.99,,7.99,,https://www.shoprite.co.za/medias/lqi-checkers300Wx300H-medias-10351880EA-en-shopriteGlobalProductCatalog-20250630100910.png?context=bWFzdGVyfGltYWdlc3wxODc2fGltYWdlL3BuZ3xpbWFnZXMvaDkxL2g0Mi8xMTg4NDYwNjM5MDMwMi5wbmd8MDQ2MTVmM2FjMjgzODJiZWEwYTNmOTk0MDE4ZmM3NTdjZWRlMjc1MzJhMmIwNzJlODgzNDRiMWQzMmZmODVkYw,https://www.shoprite.co.za/All-Departments/Food/Food-Cupboard/Cooking-Ingredients/Gravies%2C-Sauces-and-Pastes/Rhodes-Quality-Tomato-Paste-50g/p/10351880EA,,Food Cupboard,True,True,2025-10-06T02:10:36.492134
Fatti's & Moni's Spaghetti Pasta 500g,,19.99,,19.99,,https://www.shoprite.co.za/medias/lqi-10125342EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wxNjUzfGltYWdlL3BuZ3xpbWFnZXMvaDlkL2hiMi8xMDYyNjQ3MjAxNzk1MC5wbmd8YjA3ZDdiNjA1MzE2ZDFiYWM2ZWZlNjA3YzVmYTBlNzk3NzhiN2NiNGEwMDkyNTcwZmVlOWI4MGQxYzdjYWFiNg,https://www.shoprite.co.za/All-Departments/Food/Food-Cupboard/Rice%2C-Pasta%2C-Noodles-and-Cous-Cous/Pasta/Fatti%27s-and-Moni%27s-Spaghetti-Pasta-500g/p/10125342EA,,Food Cupboard,True,True,2025-10-06T02:10:36.492484
Lucky Star Pilchards in Tomato Sauce 400g,,29.99,,29.99,,https://www.shoprite.co.za/medias/lqi-checkers300Wx300H-medias-10185083EA-en-shopriteGlobalProductCatalog-20240918063315.png?context=bWFzdGVyfGltYWdlc3wyNDc0fGltYWdlL3BuZ3xpbWFnZXMvaGU5L2gwYi8xMTI1NDU3MTU5Nzg1NC5wbmd8N2U4MDhhZWEyNGE3ZmExMjUxNjc1YjQ5YmUwMjIzYTAxMzE2NDQ4ZTE4MGVmYThmZWJmNmZiOTY0ZGQ0NjY0Ng,https://www.shoprite.co.za/All-Departments/Food/Food-Cupboard/Canned-Food/Canned-Fish-and-Seafood/Lucky-Star-Pilchards-in-Tomato-Sauce-400g-/p/10185083EA,,Food Cupboard,True,True,2025-10-06T02:10:36.492794
County Fair Fresh Chicken 5 Piece Braaipack Per kg,,56.99,,56.99,,https://www.shoprite.co.za/medias/lqi-10224500KG-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyOTE4fGltYWdlL3BuZ3xpbWFnZXMvaDY0L2g1NS8xMDAyNDEyNDAyMjgxNC5wbmd8YzZkZTMwMTRhY2RjMGUwNWRkNGRkNTFjMzQzY2RkMjU1YTAwNjI1MTY5MzM5NWMxYjA3MGZiMjYwZjlmMmU0Ng,https://www.shoprite.co.za/All-Departments/Food/Fresh-Food/Fresh-Meat-and-Poultry/County-Fair-Fresh-Chicken-5-Piece-Braaipack-Per-kg/p/10224500KG,,Fresh Food,True,True,2025-10-06T02:10:36.493107
